"Student_ID","DBMS_Present","DBMS_Absent","DM_Present","DM_Absent","EAD_Present","EAD_Absent","EEA_Present","EEA_Absent","ES_Present","ES_Absent","PQT_Present","PQT_Absent","Attended_Classes","Absentee_Count","Risk_Label"
"5394","41","9","39","11","32","18","44","6","38","12","29","21","223","77","1"
"5395","37","13","39","11","35","15","40","10","38","12","32","18","221","79","1"
"5396","41","9","35","15","32","18","40","10","38","12","28","22","214","86","1"
"5397","38","12","40","10","32","18","41","9","34","16","30","20","215","85","1"
"5398","38","12","36","14","32","18","40","10","34","16","33","17","213","87","1"
"5399","40","10","36","14","32","18","39","11","38","12","34","16","219","81","1"
"5400","38","12","40","10","36","14","42","8","36","14","34","16","226","74","1"
"5401","41","9","38","12","32","18","38","12","36","14","28","22","213","87","1"
"5402","39","11","36","14","34","16","40","10","36","14","32","18","217","83","1"
"5403","41","9","40","10","34","16","41","9","35","15","31","19","222","78","1"
"5404","41","9","38","12","35","15","38","12","38","12","28","22","218","82","1"
"5405","42","8","36","14","34","16","42","8","38","12","32","18","224","76","1"
"5406","40","10","36","14","35","15","42","8","34","16","30","20","217","83","1"
"5407","40","10","36","14","35","15","44","6","38","12","34","16","227","73","1"
"5408","38","12","36","14","34","16","44","6","35","15","31","19","218","82","1"
"5409","40","10","39","11","32","18","40","10","40","10","34","16","225","75","1"
"5410","38","12","40","10","37","13","40","10","36","14","30","20","221","79","1"
"5411","40","10","38","12","32","18","40","10","40","10","29","21","219","81","1"
"5412","43","7","36","14","34","16","43","7","38","12","30","20","224","76","1"
"5413","43","7","39","11","36","14","38","12","38","12","29","21","223","77","1"
"5414","42","8","38","12","32","18","42","8","39","11","31","19","224","76","1"
"5415","40","10","38","12","31","19","42","8","36","14","30","20","217","83","1"
"5416","41","9","41","9","31","19","40","10","36","14","34","16","223","77","1"
"5417","39","11","38","12","32","18","43","7","40","10","32","18","224","76","1"
"5418","40","10","41","9","34","16","44","6","34","16","32","18","225","75","1"
"5419","41","9","40","10","34","16","44","6","40","10","32","18","231","69","1"
"5420","38","12","36","14","33","17","40","10","40","10","30","20","217","83","1"
"5421","40","10","40","10","34","16","44","6","36","14","30","20","224","76","1"
"5422","43","7","35","15","34","16","44","6","39","11","32","18","227","73","1"
"5423","40","10","38","12","34","16","40","10","40","10","30","20","222","78","1"
"5424","38","12","36","14","37","13","42","8","36","14","33","17","222","78","1"
"5425","42","8","38","12","32","18","38","12","39","11","28","22","217","83","1"
"5426","38","12","35","15","35","15","41","9","38","12","33","17","220","80","1"
"5427","39","11","40","10","32","18","42","8","34","16","32","18","219","81","1"
"5428","42","8","36","14","34","16","40","10","39","11","31","19","222","78","1"
"5429","42","8","37","13","34","16","38","12","38","12","30","20","219","81","1"
"5430","40","10","40","10","35","15","43","7","37","13","30","20","225","75","1"
"5431","39","11","36","14","37","13","44","6","38","12","30","20","224","76","1"
"5432","40","10","38","12","35","15","38","12","36","14","34","16","221","79","1"
"5433","38","12","37","13","37","13","41","9","40","10","30","20","223","77","1"
"5434","41","9","36","14","36","14","41","9","34","16","33","17","221","79","1"
"5435","38","12","37","13","37","13","38","12","40","10","28","22","218","82","1"
"5436","40","10","40","10","32","18","43","7","37","13","28","22","220","80","1"
"5437","40","10","37","13","34","16","43","7","36","14","30","20","220","80","1"
"5438","40","10","38","12","34","16","43","7","39","11","30","20","224","76","1"
"5439","40","10","40","10","35","15","42","8","36","14","28","22","221","79","1"
"5440","40","10","39","11","32","18","40","10","39","11","34","16","224","76","1"
"5441","42","8","35","15","32","18","40","10","40","10","30","20","219","81","1"
"5442","43","7","36","14","36","14","40","10","38","12","34","16","227","73","1"
"5443","37","13","38","12","32","18","42","8","36","14","32","18","217","83","1"
"5444","43","7","40","10","31","19","40","10","38","12","29","21","221","79","1"
"5445","37","13","38","12","35","15","43","7","36","14","32","18","221","79","1"
"5446","43","7","36","14","32","18","42","8","37","13","32","18","222","78","1"
"5447","42","8","36","14","37","13","40","10","40","10","32","18","227","73","1"
"5448","39","11","38","12","36","14","40","10","40","10","28","22","221","79","1"
"5449","42","8","36","14","36","14","42","8","34","16","31","19","221","79","1"
"5450","42","8","36","14","34","16","40","10","38","12","31","19","221","79","1"
"5451","42","8","37","13","36","14","42","8","35","15","29","21","221","79","1"
"5452","37","13","40","10","37","13","40","10","36","14","29","21","219","81","1"
"5453","41","9","36","14","31","19","44","6","36","14","30","20","218","82","1"
"5454","40","10","38","12","31","19","38","12","36","14","32","18","215","85","1"
"5455","38","12","40","10","32","18","39","11","38","12","32","18","219","81","1"
"5456","42","8","36","14","36","14","38","12","39","11","31","19","222","78","1"
"5457","42","8","35","15","37","13","38","12","38","12","30","20","220","80","1"
"5458","37","13","40","10","35","15","43","7","38","12","32","18","225","75","1"
"5459","38","12","38","12","32","18","40","10","36","14","33","17","217","83","1"
"5460","40","10","37","13","36","14","44","6","38","12","34","16","229","71","1"
"5461","40","10","36","14","32","18","40","10","36","14","32","18","216","84","1"
"5462","42","8","40","10","32","18","44","6","38","12","34","16","230","70","1"
"5463","38","12","41","9","32","18","41","9","37","13","32","18","221","79","1"
"5464","38","12","36","14","34","16","40","10","38","12","30","20","216","84","1"
"5465","38","12","38","12","32","18","39","11","38","12","30","20","215","85","1"
"5466","41","9","38","12","33","17","40","10","36","14","32","18","220","80","1"
"5467","43","7","39","11","34","16","40","10","38","12","32","18","226","74","1"
"5468","38","12","35","15","36","14","44","6","36","14","33","17","222","78","1"
"5469","41","9","40","10","31","19","44","6","38","12","30","20","224","76","1"
"5470","42","8","35","15","32","18","39","11","35","15","28","22","211","89","1"
"5471","38","12","36","14","32","18","42","8","40","10","32","18","220","80","1"
"5472","40","10","40","10","37","13","40","10","34","16","31","19","222","78","1"
"5473","38","12","38","12","32","18","44","6","35","15","32","18","219","81","1"
"5474","37","13","39","11","32","18","42","8","38","12","33","17","221","79","1"
"5475","39","11","38","12","36","14","40","10","36","14","31","19","220","80","1"
"5476","38","12","36","14","32","18","42","8","39","11","32","18","219","81","1"
"5477","42","8","38","12","34","16","41","9","36","14","30","20","221","79","1"
"5478","39","11","36","14","34","16","38","12","34","16","28","22","209","91","1"
"5479","41","9","36","14","31","19","40","10","34","16","33","17","215","85","1"
"5480","42","8","38","12","32","18","38","12","34","16","29","21","213","87","1"
"5481","38","12","40","10","36","14","42","8","40","10","30","20","226","74","1"
"5482","38","12","37","13","34","16","42","8","38","12","30","20","219","81","1"
"5483","40","10","40","10","33","17","44","6","34","16","34","16","225","75","1"
"5484","41","9","37","13","34","16","40","10","37","13","33","17","222","78","1"
"5485","40","10","36","14","36","14","40","10","40","10","30","20","222","78","1"
"5486","42","8","40","10","34","16","38","12","40","10","34","16","228","72","1"
"5487","38","12","36","14","34","16","40","10","34","16","34","16","216","84","1"
"5488","39","11","36","14","35","15","42","8","37","13","32","18","221","79","1"
"5489","40","10","38","12","35","15","42","8","36","14","32","18","223","77","1"
"5490","38","12","41","9","34","16","39","11","38","12","30","20","220","80","1"
"5491","43","7","36","14","36","14","42","8","36","14","32","18","225","75","1"
"5492","42","8","38","12","35","15","43","7","34","16","32","18","224","76","1"
"5493","42","8","36","14","33","17","44","6","40","10","28","22","223","77","1"
"5494","42","8","37","13","36","14","44","6","34","16","30","20","223","77","1"
"5495","39","11","39","11","32","18","44","6","40","10","31","19","225","75","1"
"5496","38","12","36","14","31","19","42","8","39","11","29","21","215","85","1"
"5497","42","8","36","14","31","19","38","12","36","14","32","18","215","85","1"
"5498","40","10","38","12","34","16","38","12","38","12","30","20","218","82","1"
"5499","39","11","38","12","33","17","42","8","36","14","30","20","218","82","1"
"5500","38","12","36","14","32","18","42","8","36","14","30","20","214","86","1"
"5501","50","0","46","4","40","10","48","2","46","4","37","13","267","33","1"
"5502","46","4","43","7","44","6","44","6","44","6","40","10","261","39","0"
"5503","47","3","46","4","42","8","46","4","42","8","42","8","265","35","0"
"5504","46","4","43","7","44","6","50","0","42","8","40","10","265","35","0"
"5505","50","0","44","6","44","6","50","0","46","4","40","10","274","26","0"
"5506","50","0","44","6","40","10","50","0","44","6","41","9","269","31","0"
"5507","47","3","45","5","42","8","48","2","42","8","41","9","265","35","0"
"5508","46","4","44","6","43","7","48","2","43","7","36","14","260","40","1"
"5509","50","0","44","6","42","8","50","0","44","6","39","11","269","31","0"
"5510","49","1","42","8","38","12","50","0","42","8","42","8","263","37","0"
"5511","46","4","47","3","40","10","50","0","40","10","40","10","263","37","0"
"5512","50","0","48","2","43","7","47","3","44","6","38","12","270","30","0"
"5513","49","1","44","6","38","12","48","2","43","7","40","10","262","38","0"
"5514","46","4","44","6","43","7","46","4","44","6","42","8","265","35","0"
"5515","50","0","46","4","40","10","44","6","44","6","38","12","262","38","0"
"5516","48","2","47","3","42","8","48","2","45","5","38","12","268","32","0"
"5517","45","5","46","4","41","9","44","6","43","7","41","9","260","40","0"
"5518","48","2","44","6","41","9","44","6","45","5","38","12","260","40","0"
"5519","47","3","48","2","42","8","47","3","42","8","38","12","264","36","0"
"5520","48","2","42","8","41","9","48","2","44","6","37","13","260","40","1"
"5521","50","0","46","4","39","11","50","0","40","10","36","14","261","39","1"
"5522","50","0","45","5","44","6","46","4","46","4","38","12","269","31","0"
"5523","46","4","44","6","40","10","48","2","46","4","41","9","265","35","0"
"5524","47","3","42","8","41","9","48","2","40","10","40","10","258","42","0"
"5525","46","4","46","4","38","12","44","6","43","7","40","10","257","43","0"
"5526","49","1","46","4","42","8","46","4","40","10","40","10","263","37","0"
"5527","49","1","48","2","39","11","46","4","44","6","39","11","265","35","0"
"5528","50","0","44","6","39","11","46","4","46","4","36","14","261","39","1"
"5529","49","1","44","6","44","6","46","4","41","9","38","12","262","38","0"
"5530","46","4","44","6","40","10","48","2","42","8","38","12","258","42","0"
"5531","48","2","44","6","42","8","45","5","45","5","39","11","263","37","0"
"5532","50","0","45","5","40","10","46","4","41","9","40","10","262","38","0"
"5533","50","0","48","2","43","7","46","4","42","8","38","12","267","33","0"
"5534","50","0","42","8","42","8","46","4","42","8","36","14","258","42","1"
"5535","48","2","44","6","44","6","50","0","44","6","40","10","270","30","0"
"5536","50","0","46","4","39","11","47","3","40","10","38","12","260","40","0"
"5537","49","1","42","8","42","8","47","3","44","6","40","10","264","36","0"
"5538","46","4","48","2","42","8","44","6","45","5","39","11","264","36","0"
"5539","50","0","42","8","40","10","50","0","46","4","40","10","268","32","0"
"5540","50","0","48","2","38","12","47","3","42","8","36","14","261","39","1"
"5541","45","5","44","6","38","12","49","1","44","6","38","12","258","42","0"
"5542","48","2","47","3","44","6","46","4","42","8","38","12","265","35","0"
"5543","45","5","44","6","38","12","46","4","44","6","38","12","255","45","0"
"5544","48","2","46","4","41","9","46","4","42","8","36","14","259","41","1"
"5545","50","0","45","5","39","11","44","6","44","6","41","9","263","37","0"
"5546","46","4","48","2","40","10","47","3","44","6","39","11","264","36","0"
"5547","46","4","42","8","44","6","44","6","41","9","38","12","255","45","0"
"5548","50","0","42","8","41","9","44","6","46","4","38","12","261","39","0"
"5549","49","1","42","8","41","9","46","4","42","8","41","9","261","39","0"
"5550","48","2","46","4","42","8","46","4","44","6","38","12","264","36","0"
"5551","48","2","45","5","39","11","47","3","46","4","38","12","263","37","0"
"5552","50","0","42","8","42","8","50","0","42","8","42","8","268","32","0"
"5553","49","1","48","2","41","9","48","2","45","5","39","11","270","30","0"
"5554","48","2","42","8","40","10","49","1","42","8","42","8","263","37","0"
"5555","48","2","42","8","44","6","50","0","43","7","40","10","267","33","0"
"5556","46","4","48","2","42","8","49","1","40","10","39","11","264","36","0"
"5557","46","4","42","8","42","8","50","0","44","6","42","8","266","34","0"
"5558","50","0","46","4","40","10","48","2","42","8","37","13","263","37","1"
"5559","50","0","48","2","41","9","50","0","42","8","41","9","272","28","0"
"5560","49","1","48","2","42","8","48","2","41","9","36","14","264","36","1"
"5561","46","4","48","2","40","10","46","4","42","8","40","10","262","38","0"
"5562","45","5","43","7","40","10","44","6","46","4","40","10","258","42","0"
"5563","46","4","46","4","40","10","48","2","44","6","40","10","264","36","0"
"5564","50","0","47","3","41","9","50","0","42","8","36","14","266","34","1"
"5565","46","4","42","8","42","8","48","2","42","8","38","12","258","42","0"
"5566","50","0","44","6","42","8","50","0","42","8","40","10","268","32","0"
"5567","46","4","42","8","38","12","46","4","42","8","37","13","251","49","1"
"5568","45","5","46","4","42","8","48","2","43","7","37","13","261","39","1"
"5569","46","4","48","2","40","10","47","3","42","8","40","10","263","37","0"
"5570","46","4","44","6","38","12","46","4","44","6","42","8","260","40","0"
"5571","49","1","44","6","41","9","45","5","42","8","36","14","257","43","1"
"5572","46","4","45","5","43","7","44","6","40","10","40","10","258","42","0"
"5573","50","0","46","4","44","6","50","0","40","10","40","10","270","30","0"
"5574","50","0","46","4","44","6","48","2","46","4","42","8","276","24","0"
"5575","48","2","42","8","42","8","44","6","40","10","40","10","256","44","0"
"5576","50","0","48","2","40","10","49","1","40","10","41","9","268","32","0"
"5577","50","0","45","5","42","8","47","3","43","7","42","8","269","31","0"
"5578","45","5","44","6","38","12","46","4","44","6","38","12","255","45","0"
"5579","50","0","46","4","42","8","44","6","42","8","37","13","261","39","1"
"5580","48","2","46","4","44","6","47","3","44","6","39","11","268","32","0"
"5581","50","0","47","3","43","7","49","1","42","8","39","11","270","30","0"
"5582","48","2","42","8","42","8","46","4","45","5","40","10","263","37","0"
"5583","49","1","44","6","40","10","46","4","45","5","36","14","260","40","1"
"5584","48","2","43","7","41","9","46","4","42","8","38","12","258","42","0"
"5585","50","0","45","5","43","7","47","3","46","4","40","10","271","29","0"
"5586","50","0","42","8","42","8","44","6","44","6","42","8","264","36","0"
"5587","46","4","44","6","44","6","48","2","41","9","38","12","261","39","0"
"5588","49","1","48","2","44","6","49","1","46","4","40","10","276","24","0"
"5589","45","5","46","4","43","7","46","4","44","6","40","10","264","36","0"
"5590","50","0","47","3","40","10","48","2","40","10","40","10","265","35","0"
"5591","49","1","42","8","38","12","44","6","44","6","40","10","257","43","0"
"5592","49","1","45","5","38","12","50","0","46","4","39","11","267","33","0"
"5593","46","4","48","2","39","11","48","2","44","6","38","12","263","37","0"
"5594","45","5","46","4","40","10","50","0","45","5","40","10","266","34","0"
"5595","46","4","44","6","43","7","45","5","40","10","37","13","255","45","1"
"5596","48","2","44","6","42","8","46","4","44","6","41","9","265","35","0"
"5597","46","4","48","2","41","9","46","4","44","6","36","14","261","39","1"
"5598","50","0","44","6","44","6","50","0","42","8","42","8","272","28","0"
"5599","48","2","48","2","42","8","47","3","45","5","40","10","270","30","0"
"5600","48","2","45","5","42","8","47","3","42","8","40","10","264","36","0"
"5601","49","1","46","4","42","8","50","0","42","8","40","10","269","31","0"
"5602","46","4","44","6","40","10","46","4","46","4","38","12","260","40","0"
"5603","46","4","45","5","41","9","48","2","46","4","40","10","266","34","0"
"5604","47","3","48","2","43","7","45","5","44","6","42","8","269","31","0"
"5605","48","2","42","8","41","9","46","4","46","4","37","13","260","40","1"
"5606","46","4","42","8","40","10","50","0","44","6","42","8","264","36","0"
"5607","50","0","48","2","40","10","46","4","45","5","42","8","271","29","0"
"5608","47","3","45","5","38","12","45","5","42","8","40","10","257","43","0"
"5609","50","0","46","4","42","8","45","5","42","8","39","11","264","36","0"
"5610","50","0","48","2","42","8","46","4","46","4","38","12","270","30","0"
"5611","48","2","46","4","40","10","50","0","45","5","41","9","270","30","0"
"5612","48","2","44","6","42","8","46","4","41","9","40","10","261","39","0"
"5613","50","0","46","4","38","12","48","2","46","4","38","12","266","34","0"
"5614","50","0","42","8","40","10","48","2","42","8","42","8","264","36","0"
"5615","46","4","42","8","40","10","50","0","46","4","42","8","266","34","0"
"5616","50","0","42","8","42","8","47","3","42","8","36","14","259","41","1"
"5617","46","4","43","7","42","8","46","4","40","10","39","11","256","44","0"
"5618","46","4","42","8","43","7","48","2","43","7","41","9","263","37","0"
"5619","48","2","46","4","39","11","44","6","44","6","42","8","263","37","0"
"5620","50","0","45","5","40","10","46","4","44","6","42","8","267","33","0"
"5621","48","2","45","5","42","8","47","3","44","6","42","8","268","32","0"
"5622","50","0","44","6","38","12","46","4","40","10","36","14","254","46","1"
"5623","45","5","46","4","42","8","49","1","44","6","42","8","268","32","0"
"5624","48","2","46","4","43","7","44","6","40","10","42","8","263","37","0"
"5625","48","2","42","8","44","6","48","2","45","5","38","12","265","35","0"
"5626","50","0","44","6","40","10","50","0","44","6","42","8","270","30","0"
"5627","50","0","42","8","38","12","48","2","45","5","42","8","265","35","0"
"5628","48","2","45","5","40","10","46","4","45","5","42","8","266","34","0"
"5629","50","0","44","6","42","8","47","3","45","5","40","10","268","32","0"
"5630","45","5","44","6","44","6","48","2","40","10","38","12","259","41","0"
"5631","46","4","46","4","42","8","45","5","42","8","42","8","263","37","0"
"5632","48","2","48","2","42","8","48","2","44","6","36","14","266","34","1"
"5633","48","2","48","2","43","7","48","2","44","6","41","9","272","28","0"
"5634","46","4","47","3","40","10","50","0","46","4","37","13","266","34","1"
"5635","50","0","45","5","40","10","44","6","42","8","36","14","257","43","1"
"5636","48","2","44","6","40","10","44","6","44","6","40","10","260","40","0"
"5637","50","0","43","7","40","10","50","0","42","8","41","9","266","34","0"
"5638","46","4","46","4","38","12","44","6","46","4","40","10","260","40","0"
"5639","48","2","42","8","39","11","50","0","46","4","38","12","263","37","0"
"5640","48","2","42","8","40","10","46","4","42","8","38","12","256","44","0"
"5641","50","0","44","6","39","11","46","4","41","9","39","11","259","41","0"
"5642","48","2","47","3","40","10","48","2","45","5","38","12","266","34","0"
"5643","45","5","43","7","38","12","50","0","42","8","40","10","258","42","0"
"5644","48","2","42","8","40","10","49","1","46","4","36","14","261","39","1"
"5645","50","0","45","5","39","11","44","6","44","6","42","8","264","36","0"
"5646","50","0","44","6","38","12","48","2","44","6","38","12","262","38","0"
"5647","50","0","42","8","42","8","46","4","44","6","38","12","262","38","0"
"5648","48","2","42","8","40","10","44","6","40","10","38","12","252","48","0"
"5649","46","4","42","8","38","12","46","4","43","7","36","14","251","49","1"
"5650","46","4","44","6","43","7","46","4","41","9","38","12","258","42","0"
"5651","46","4","42","8","40","10","46","4","42","8","40","10","256","44","0"
"5652","50","0","48","2","42","8","48","2","40","10","37","13","265","35","1"
"5653","46","4","42","8","42","8","50","0","44","6","40","10","264","36","0"
"5654","48","2","46","4","41","9","46","4","42","8","38","12","261","39","0"
"5655","50","0","48","2","42","8","48","2","42","8","37","13","267","33","1"
"5656","47","3","44","6","44","6","46","4","42","8","38","12","261","39","0"
"5657","48","2","44","6","42","8","50","0","44","6","36","14","264","36","1"
"5658","50","0","47","3","42","8","48","2","44","6","38","12","269","31","0"
"5659","50","0","47","3","41","9","48","2","44","6","38","12","268","32","0"
"5660","46","4","42","8","42","8","45","5","40","10","38","12","253","47","0"
"5661","46","4","43","7","42","8","48","2","44","6","41","9","264","36","0"
"5662","47","3","42","8","38","12","48","2","43","7","42","8","260","40","0"
"5663","48","2","43","7","40","10","48","2","40","10","42","8","261","39","0"
"5664","45","5","48","2","40","10","48","2","42","8","40","10","263","37","0"
"5665","48","2","48","2","44","6","46","4","45","5","38","12","269","31","0"
"5666","46","4","48","2","39","11","45","5","41","9","40","10","259","41","0"
"5667","46","4","44","6","40","10","50","0","44","6","42","8","266","34","0"
"5668","48","2","44","6","44","6","50","0","42","8","36","14","264","36","1"
"5669","50","0","44","6","40","10","46","4","44","6","36","14","260","40","1"
"5670","48","2","42","8","44","6","49","1","42","8","40","10","265","35","0"
"5671","46","4","46","4","41","9","46","4","42","8","40","10","261","39","0"
"5672","46","4","44","6","42","8","50","0","45","5","42","8","269","31","0"
"5673","48","2","42","8","40","10","46","4","44","6","40","10","260","40","0"
"5674","48","2","44","6","44","6","45","5","43","7","36","14","260","40","1"
"5675","45","5","46","4","41","9","45","5","40","10","42","8","259","41","0"
"5676","49","1","46","4","40","10","46","4","46","4","39","11","266","34","0"
"5677","50","0","44","6","38","12","46","4","43","7","42","8","263","37","0"
"5678","46","4","48","2","38","12","45","5","44","6","38","12","259","41","0"
"5679","48","2","45","5","44","6","48","2","44","6","36","14","265","35","1"
"5680","50","0","46","4","42","8","50","0","44","6","36","14","268","32","1"
"5681","49","1","46","4","44","6","48","2","42","8","40","10","269","31","0"
"5682","50","0","45","5","42","8","44","6","44","6","39","11","264","36","0"
"5683","46","4","48","2","43","7","44","6","46","4","40","10","267","33","0"
"5684","46","4","46","4","43","7","50","0","45","5","37","13","267","33","1"
"5685","45","5","46","4","40","10","45","5","45","5","42","8","263","37","0"
"5686","48","2","45","5","42","8","50","0","42","8","38","12","265","35","0"
"5687","48","2","48","2","44","6","47","3","43","7","42","8","272","28","0"
"5688","48","2","46","4","38","12","50","0","41","9","42","8","265","35","0"
"5689","50","0","43","7","40","10","48","2","44","6","40","10","265","35","0"
"5690","48","2","48","2","38","12","48","2","44","6","41","9","267","33","0"
"5691","46","4","46","4","40","10","44","6","44","6","36","14","256","44","1"
"5692","50","0","46","4","38","12","48","2","40","10","38","12","260","40","0"
"5693","50","0","48","2","42","8","49","1","42","8","36","14","267","33","1"
"5694","45","5","42","8","43","7","50","0","41","9","42","8","263","37","0"
"5695","46","4","48","2","38","12","48","2","44","6","37","13","261","39","1"
"5696","45","5","46","4","40","10","44","6","44","6","37","13","256","44","1"
"5697","47","3","43","7","44","6","50","0","46","4","38","12","268","32","0"
"5698","48","2","46","4","40","10","46","4","42","8","40","10","262","38","0"
"5699","46","4","45","5","40","10","46","4","42","8","42","8","261","39","0"
"5700","50","0","42","8","42","8","48","2","40","10","36","14","258","42","1"
"5701","48","2","44","6","40","10","50","0","42","8","42","8","266","34","0"
"5702","47","3","48","2","40","10","48","2","42","8","36","14","261","39","1"
"5703","50","0","42","8","39","11","48","2","43","7","39","11","261","39","0"
"5704","48","2","44","6","40","10","48","2","40","10","36","14","256","44","1"
"5705","49","1","46","4","41","9","49","1","41","9","42","8","268","32","0"
"5706","48","2","45","5","40","10","46","4","41","9","40","10","260","40","0"
"5707","49","1","46","4","40","10","49","1","45","5","40","10","269","31","0"
"5708","46","4","46","4","41","9","46","4","44","6","38","12","261","39","0"
"5709","47","3","42","8","42","8","44","6","40","10","39","11","254","46","0"
"5710","48","2","43","7","40","10","50","0","41","9","42","8","264","36","0"
"5711","50","0","48","2","41","9","48","2","42","8","40","10","269","31","0"
"5712","49","1","44","6","42","8","50","0","40","10","41","9","266","34","0"
"5713","45","5","46","4","42","8","44","6","45","5","42","8","264","36","0"
"5714","46","4","46","4","42","8","46","4","45","5","42","8","267","33","0"
"5715","50","0","42","8","39","11","48","2","40","10","38","12","257","43","0"
"5716","50","0","48","2","42","8","49","1","44","6","37","13","270","30","1"
"5717","48","2","42","8","41","9","50","0","42","8","38","12","261","39","0"
"5718","46","4","48","2","42","8","49","1","42","8","41","9","268","32","0"
"5719","46","4","48","2","39","11","47","3","40","10","41","9","261","39","0"
"5720","45","5","45","5","38","12","50","0","46","4","42","8","266","34","0"
"5721","50","0","44","6","44","6","48","2","43","7","36","14","265","35","1"
"5722","46","4","46","4","40","10","44","6","41","9","41","9","258","42","0"
"5723","48","2","47","3","42","8","48","2","40","10","40","10","265","35","0"
"5724","50","0","43","7","40","10","44","6","45","5","38","12","260","40","0"
"5725","49","1","42","8","44","6","50","0","40","10","40","10","265","35","0"
"5726","50","0","48","2","44","6","45","5","44","6","42","8","273","27","0"
"5727","46","4","46","4","39","11","46","4","44","6","36","14","257","43","1"
"5728","49","1","44","6","42","8","50","0","43","7","40","10","268","32","0"
"5729","50","0","46","4","42","8","49","1","42","8","41","9","270","30","0"
"5730","50","0","45","5","39","11","49","1","44","6","42","8","269","31","0"
"5731","48","2","44","6","44","6","47","3","45","5","41","9","269","31","0"
"5732","45","5","42","8","38","12","45","5","44","6","36","14","250","50","1"
"5733","48","2","44","6","43","7","45","5","46","4","38","12","264","36","0"
"5734","46","4","46","4","42","8","46","4","42","8","41","9","263","37","0"
"5735","46","4","46","4","38","12","47","3","44","6","40","10","261","39","0"
"5736","50","0","42","8","44","6","44","6","44","6","37","13","261","39","1"
"5737","47","3","44","6","44","6","47","3","42","8","36","14","260","40","1"
"5738","46","4","47","3","44","6","47","3","42","8","36","14","262","38","1"
"5739","50","0","46","4","42","8","47","3","40","10","42","8","267","33","0"
"5740","50","0","45","5","42","8","46","4","42","8","40","10","265","35","0"
"5741","48","2","48","2","43","7","50","0","42","8","36","14","267","33","1"
"5742","45","5","48","2","43","7","48","2","44","6","42","8","270","30","0"
"5743","46","4","46","4","39","11","45","5","42","8","37","13","255","45","1"
"5744","49","1","42","8","43","7","49","1","40","10","38","12","261","39","0"
"5745","45","5","42","8","42","8","49","1","40","10","41","9","259","41","0"
"5746","48","2","48","2","42","8","49","1","43","7","40","10","270","30","0"
"5747","50","0","42","8","38","12","48","2","40","10","41","9","259","41","0"
"5748","49","1","42","8","42","8","46","4","40","10","37","13","256","44","1"
"5749","46","4","45","5","38","12","45","5","40","10","40","10","254","46","0"
"5750","50","0","48","2","42","8","44","6","44","6","36","14","264","36","1"
"5751","36","14","30","20","26","24","35","15","32","18","22","28","181","119","1"
"5752","36","14","30","20","28","22","34","16","32","18","24","26","184","116","1"
"5753","34","16","35","15","28","22","36","14","27","23","26","24","186","114","1"
"5754","39","11","36","14","30","20","38","12","32","18","24","26","199","101","1"
"5755","34","16","32","18","26","24","36","14","33","17","22","28","183","117","1"
"5756","38","12","30","20","30","20","36","14","31","19","24","26","189","111","1"
"5757","38","12","32","18","27","23","36","14","33","17","24","26","190","110","1"
"5758","36","14","34","16","26","24","34","16","32","18","21","29","183","117","1"
"5759","40","10","34","16","30","20","36","14","32","18","25","25","197","103","1"
"5760","38","12","30","20","24","26","37","13","30","20","24","26","183","117","1"
"5761","39","11","36","14","30","20","34","16","32","18","26","24","197","103","1"
"5762","38","12","36","14","28","22","34","16","33","17","26","24","195","105","1"
"5763","37","13","36","14","27","23","38","12","31","19","22","28","191","109","1"
"5764","36","14","32","18","26","24","34","16","28","22","22","28","178","122","1"
"5765","40","10","30","20","25","25","38","12","30","20","24","26","187","113","1"
"5766","36","14","30","20","25","25","38","12","28","22","22","28","179","121","1"
"5767","34","16","31","19","30","20","33","17","30","20","24","26","182","118","1"
"5768","34","16","36","14","25","25","38","12","32","18","25","25","190","110","1"
"5769","34","16","34","16","26","24","32","18","27","23","24","26","177","123","1"
"5770","38","12","36","14","24","26","37","13","30","20","22","28","187","113","1"
"5771","34","16","34","16","27","23","36","14","32","18","24","26","187","113","1"
"5772","39","11","34","16","28","22","32","18","32","18","25","25","190","110","1"
"5773","36","14","30","20","27","23","36","14","30","20","22","28","181","119","1"
"5774","38","12","34","16","30","20","36","14","30","20","22","28","190","110","1"
"5775","34","16","31","19","28","22","36","14","30","20","22","28","181","119","1"
"5776","34","16","34","16","30","20","34","16","28","22","26","24","186","114","1"
"5777","34","16","33","17","24","26","32","18","27","23","24","26","174","126","1"
"5778","38","12","34","16","28","22","34","16","33","17","26","24","193","107","1"
"5779","36","14","35","15","30","20","38","12","32","18","26","24","197","103","1"
"5780","34","16","34","16","24","26","38","12","32","18","24","26","186","114","1"
"5781","34","16","30","20","27","23","36","14","27","23","22","28","176","124","1"
"5782","38","12","30","20","25","25","32","18","32","18","24","26","181","119","1"
"5783","38","12","35","15","25","25","32","18","31","19","22","28","183","117","1"
"5784","34","16","35","15","24","26","34","16","32","18","23","27","182","118","1"
"5785","40","10","32","18","24","26","32","18","28","22","24","26","180","120","1"
"5786","36","14","32","18","26","24","38","12","28","22","24","26","184","116","1"
"5787","34","16","31","19","27","23","38","12","30","20","22","28","182","118","1"
"5788","36","14","31","19","28","22","34","16","27","23","26","24","182","118","1"
"5789","39","11","35","15","26","24","33","17","32","18","23","27","188","112","1"
